,flux,condition,target,is_new
3-DEHYDROQUINATE-SYNTHASE-RXN,4.0364292656666105,all,4.03642926566661,Old Reactions
3-ISOPROPYLMALDEHYDROG-RXN__3-ISOPROPYLMALDEHYDROG-CPLX,-6.0,none,4.769953049235664,Old Reactions
3-ISOPROPYLMALDEHYDROG-RXN__G6986-MONOMER,-6.0,none,0.7781513227660513,Old Reactions
3.1.3.68-RXN[CCO-CYTOSOL]-2-DEOXY-D-GLUCOSE-6-PHOSPHATE/WATER//2-DEOXY-D-GLUCOSE/Pi.71.__G6932-MONOMER,-6.0,none,4.394959228503691,New Reactions
3.1.3.74-RXN[CCO-CYTOSOL]-PYRIDOXAL_PHOSPHATE/WATER//PYRIDOXAL/Pi.53.__EG11239-MONOMER,-6.0,none,2.0827853739056605,Old Reactions
3.1.3.74-RXN[CCO-CYTOSOL]-PYRIDOXAL_PHOSPHATE/WATER//PYRIDOXAL/Pi.53.__EG11470-MONOMER,-6.0,none,2.564666065435453,Old Reactions
3.1.3.74-RXN[CCO-CYTOSOL]-PYRIDOXAL_PHOSPHATE/WATER//PYRIDOXAL/Pi.53.__G6246-MONOMER,-6.0,none,0.3010302128111679,Old Reactions
3.4.11.18-RXN,-6.0,none,4.6981527622702615,Old Reactions
3.5.1.88-RXN,-6.0,none,5.748758439280037,Old Reactions
3.6.1.41-RXN,-6.0,none,4.723250380391312,Old Reactions
325-BISPHOSPHATE-NUCLEOTIDASE-RXN__EG10043-MONOMER,3.8617135876311486,sim_cp2_D-GLUCARATE,3.157154440208715,Old Reactions
4-NITROPHENYLPHOSPHATASE-RXN__ALKAPHOSPHA-CPLX,-6.0,none,2.9095560297760206,Old Reactions
4.3.1.15-RXN,-6.0,none,2.6730209080509653,New Reactions
5-NUCLEOTID-RXN[CCO-CYTOSOL]-XANTHOSINE-5-PHOSPHATE/WATER//XANTHOSINE/Pi.57.__EG11817-MONOMER,-6.0,none,4.713414934000062,Old Reactions
6PFRUCTPHOS-RXN__6PFK-1-CPX,5.053178358157073,"sim_cp2_EG11724-KO_EG11691, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Oxamate, sim_cp2_Trehalose, sim_cp2_GLC-1-P",5.053178358157073,Old Reactions
6PFRUCTPHOS-RXN__6PFK-2-CPX,-6.0,none,3.9469432707468983,Old Reactions
7-ALPHA-HYDROXYSTEROID-DEH-RXN,-6.0,none,5.235939821786761,Old Reactions
ACETALD-DEHYDROG-RXN__MHPF-MONOMER,2.38201704437692,"sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate",2.38201704437692,New Reactions
ACETOLACTSYN-RXN__ACETOLACTSYNI-CPLX,3.9237101944483324,all,3.9237101944483324,Old Reactions
ACETOLACTSYN-RXN__ACETOLACTSYNII-CPLX,3.865577707479123,sim_cp2_Oxamate,-6.0,Old Reactions
ACETOOHBUTSYN-RXN__ACETOLACTSYNII-CPLX,-6.0,none,-6.0,Old Reactions
ACETYLORNDEACET-RXN,4.138492167181547,all,4.909358091340617,Old Reactions
ADENINE-DEAMINASE-RXN,2.6839471316506724,"sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG10172-Oxidative_Stress",2.1398790895482978,Old Reactions
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN,1.9030899924206244,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.262451089967749,Old Reactions
ADENPHOSPHOR-RXN__DEOD-CPLX,-6.0,none,0.8450981020563213,Old Reactions
ADENYLATECYC-RXN,0.3010302128111679,all,2.049218026547811,Old Reactions
ADENYLOSUCCINATE-SYNTHASE-RXN,4.215135045506706,sim_cp2_Trehalose,3.6758699554105605,Old Reactions
ADENYLYLSULFKIN-RXN,3.9623693357174004,sim_cp2_EG11671-3-KETOBUTYRATE,4.174147065126113,Old Reactions
ALARACECAT-RXN__CPLX0-8202,3.094471128991037,sim_cp2_Oxamate,3.094471128991037,Old Reactions
ALARACECAT-RXN__CPLX0-8202 (reverse),-6.0,none,2.4927603904232827,Old Reactions
ALCOHOL-DEHYDROG-RXN__CPLX0-8015,-6.0,none,3.351989455628738,Old Reactions
ALCOHOL-DEHYDROG-RXN__CPLX0-8015 (reverse),-6.0,none,3.7347998296688276,Old Reactions
AMINOBUTDEHYDROG-RXN__CPLX0-3641,-6.0,none,2.021189303206076,Old Reactions
AMINOCYL-TRNA-HYDROLASE-RXN__EG10785-MONOMER,-6.0,none,2.9180303373093905,Old Reactions
AMP-DEPHOSPHORYLATION-RXN[CCO-PERI-BAC]-AMP/WATER//ADENOSINE/Pi.38.__APHA-CPLX,-6.0,none,2.3384564955967813,Old Reactions
ANTHRANSYN-RXN,-6.0,none,4.7846957295515145,Old Reactions
ASNSYNA-RXN__ASNSYNB-CPLX,-6.0,none,2.3802112435211664,Old Reactions
ASNSYNB-RXN,-6.0,none,2.8169038400376945,Old Reactions
ASPAMINOTRANS-RXN__ASPAMINOTRANS-DIMER,5.63300136316864,sim_cp2_EG11671-3-KETOBUTYRATE,5.835264944604735,Old Reactions
ASPAMINOTRANS-RXN__ASPAMINOTRANS-DIMER (reverse),4.898269811100334,sim_cp2_Oxamate,6.312555189085725,Old Reactions
ASPAMINOTRANS-RXN__TYRB-DIMER,-6.0,none,4.84352553221759,Old Reactions
ASPARAGHYD-RXN[CCO-PERI-BAC]-ASN/WATER//L-ASPARTATE/AMMONIUM.46.,-6.0,none,2.2787536032385893,Old Reactions
ASPARTASE-RXN,3.7895102041607682,sim_cp2_Oxamate,3.7895102041607682,Old Reactions
ASPARTATEKIN-RXN__ASPKINIHOMOSERDEHYDROGI-CPLX,-6.0,none,4.129367595755228,Old Reactions
ASPCARBTRANS-RXN,4.362953458963115,all,5.903058499501113,Old Reactions
ATPSYN-RXN,-6.0,none,5.678265194424568,Old Reactions
ATPSYN-RXN (reverse),5.450144615425129,sim_cp2_Oxamate,4.153570981464274,Old Reactions
BIOTIN-CARBOXYL-RXN,1.0413927246395396,all,2.3242824573559604,Old Reactions
BRANCHED-CHAINAMINOTRANSFERILEU-RXN,-6.0,none,2.6138418229327467,Old Reactions
BRANCHED-CHAINAMINOTRANSFERLEU-RXN__BRANCHED-CHAINAMINOTRANSFER-CPLX,-6.0,none,1.7708520190030674,Old Reactions
BRANCHED-CHAINAMINOTRANSFERVAL-RXN,-6.0,none,1.9294189308236396,Old Reactions
CARBPSYN-RXN,-6.0,none,4.059108817951497,Old Reactions
CATAL-RXN__CPLX0-1683,0.7781513227660511,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate",3.7292458073063166,Old Reactions
CATAL-RXN__HYDROPEROXIDI-CPLX,0.7781513227660511,"sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_Isoprimeverose, sim_cp2_Oxamate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",6.217110553700747,Old Reactions
CHORISMATEMUT-RXN__CHORISMUTPREPHENDEHYDRAT-CPLX,-6.0,none,4.239249413501758,Old Reactions
CHORISMATEMUT-RXN__CHORISMUTPREPHENDEHYDROG-CPLX,4.07896404453797,all,4.707621266569648,Old Reactions
CHORPYRLY-RXN,1.2787536238104327,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",1.9138138576799908,Old Reactions
CITSYN-RXN,5.122074727128605,sim_cp2_EG10172-Oxidative_Stress,3.356408327230132,Old Reactions
CPM-KDOSYNTH-RXN,-5.999999999968463,sim_cp2_Trehalose,3.7131544019213663,Old Reactions
CTPSYN-RXN,-6.0,none,3.4739246935619916,Old Reactions
CYTDEAM-RXN,-6.0,none,2.6106601641543272,Old Reactions
DAHPSYN-RXN__AROF-CPLX,4.147459895878031,"sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG11054-α-D-mannopyranose 6-phosphate",4.200959878419187,Old Reactions
DAHPSYN-RXN__AROG-CPLX,4.147459895878032,sim_cp2_EG10172-Oxidative_Stress,5.0757257517285375,Old Reactions
DAHPSYN-RXN__AROH-CPLX,-6.0,none,4.0929310757086155,Old Reactions
DALADALALIG-RXN__DALADALALIGA-MONOMER,1.1139433857141032,"sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Oxamate, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.4235735198964967,Old Reactions
DALADALALIG-RXN__DALADALALIGB-CPLX,1.1139433857141032,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10172-Oxidative_Stress",3.0261245171543907,Old Reactions
DAPASYN-RXN,0.3010302128111678,all,1.1760912880086458,Old Reactions
DARAB5PISOM-RXN__CPLX0-1262,-6.0,none,3.2929202998212466,Old Reactions
DARAB5PISOM-RXN__CPLX0-1262 (reverse),-6.0,none,3.4003652735226892,Old Reactions
DARAB5PISOM-RXN__CPLX0-3929,-6.0,none,3.037426498339059,Old Reactions
DARAB5PISOM-RXN__CPLX0-3929 (reverse),-5.999999999968463,sim_cp2_Trehalose,2.8034571163312667,Old Reactions
DCTP-DEAM-RXN,-6.0,none,1.1461280666992713,Old Reactions
DCYSDESULF-RXN,-6.0,none,3.8529676910897463,Old Reactions
DEOXYRIBOSE-P-ALD-RXN,-6.0,none,4.634819734005247,Old Reactions
DGTPTRIPHYDRO-RXN,-6.0,none,4.270376005235325,Old Reactions
DHBAMPLIG-RXN,-6.0,none,3.700444101114316,Old Reactions
DHBDEHYD-RXN,1.7558748632916927,all,4.2995944539467095,Old Reactions
DIAMINOPIMEPIM-RXN,4.107413497522062,all,3.752125307374751,Old Reactions
DIAMINOPIMEPIM-RXN (reverse),-6.0,none,3.7058637123694105,Old Reactions
DIHYDRODIPICSYN-RXN,4.107888025216675,all,4.577434349688978,Old Reactions
DIHYDROOROT-RXN,-6.0,none,5.348347706132331,Old Reactions
DIHYDROOROT-RXN (reverse),4.361501188480553,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_Isoprimeverose, sim_cp2_GLC-1-P, sim_cp2_L-galactonate",5.038910124576921,Old Reactions
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN,-6.0,none,0.3010302128111679,Old Reactions
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN (reverse),-6.0,none,0.3010302128111679,Old Reactions
DTDPGLUCDEHYDRAT-RXN__DTDPGLUCDEHYDRAT-CPLX,-6.0,none,2.672097858859748,Old Reactions
DUTP-PYROP-RXN__DUTP-PYROP-CPLX,-6.0,none,3.6894864484530245,Old Reactions
DUTP-PYROP-RXN__G7164-MONOMER,-6.0,none,2.5976951870222154,Old Reactions
DXPREDISOM-RXN (reverse),2.537819096332099,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.1139433526409093,Old Reactions
DXS-RXN,2.5670263673360103,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",4.213092551279072,Old Reactions
ERYTH4PDEHYDROG-RXN,-6.0,none,3.2664668956753764,Old Reactions
ERYTHRON4PDEHYDROG-RXN,-6.0,none,2.3222192968019884,Old Reactions
F16ALDOLASE-RXN__FRUCBISALD-CLASSI,-6.0,none,1.2552725292307767,Old Reactions
F16ALDOLASE-RXN__FRUCBISALD-CLASSII,5.03755250089505,sim_cp2_EG10816-α-D-ribopyranose,4.778758837453762,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.__CPLX0-303,2.4756711897769197,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",2.4756711897769197,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.__CPLX0-7776,0.6989700911949065,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",0.6989700911949065,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.__EG11239-MONOMER,3.2242740145533832,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.2242740145533832,Old Reactions
F16BDEPHOS-RXN[CCO-CYTOSOL]-FRUCTOSE-16-DIPHOSPHATE/WATER//FRUCTOSE-6P/Pi.59.__F16B-CPLX,3.798995734512872,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate, sim_cp2_D-GLUCARATE",3.798995734512872,Old Reactions
FGAMSYN-RXN,1.07918128223883,"sim_cp2_EG11724-KO_EG11691, sim_cp2_Oxamate",1.491361707843772,Old Reactions
FORMATEDEHYDROG-RXN-FORMATE/CPD-9728/PROTON//CARBON-DIOXIDE/REDUCED-MENAQUINONE/PROTON.67.__FORMATEDEHYDROGN-CPLX,-6.0,none,-6.0,Old Reactions
FRUCTOKINASE-RXN,3.196176185316418,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose",3.196176185316418,Old Reactions
FUCPALDOL-RXN,-6.0,none,1.4623980128746277,Old Reactions
FUMHYDR-RXN__FUMARASE-A,5.602108846710198,sim_cp2_Oxamate,5.602108846710198,Old Reactions
FUMHYDR-RXN__FUMARASE-A (reverse),5.463600375936706,"sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_D-GLUCARATE",5.463600375936706,Old Reactions
FUMHYDR-RXN__FUMARASE-C,4.360100908775915,sim_cp2_Oxamate,4.360100908775915,Old Reactions
FUMHYDR-RXN__FUMARASE-C (reverse),4.8916879572851215,"sim_cp2_EG11671-3-KETOBUTYRATE, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate",4.8916879572851215,Old Reactions
GABATRANSAM-RXN__G6646-MONOMER,-6.0,none,2.736396503073513,Old Reactions
GALACTURIDYLYLTRANS-RXN,-6.0,none,4.809478908151509,Old Reactions
GALACTURIDYLYLTRANS-RXN (reverse),-6.0,none,4.160198326146601,Old Reactions
GART-RXN-10-FORMYL-THF/5-PHOSPHO-RIBOSYL-GLYCINEAMIDE//THF/5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE/PROTON.90.,5.366132689937782,sim_cp2_EG10172-Oxidative_Stress,4.951954031774933,Old Reactions
GARTRANSFORMYL2-RXN,4.746260451519633,sim_cp2_3-PHENYLPROPIONATE,4.69481571493381,Old Reactions
GKI-RXN__GKI-MONOMER,2.2304489239329475,sim_cp2_D-GLUCARATE,2.2304489239329475,Old Reactions
GLUC1PADENYLTRANS-RXN,3.9376683144491373,"sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10816-β-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Trehalose, sim_cp2_GLC-1-P, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate",4.320478633178381,Old Reactions
GLUCARDEHYDRA-RXN,5.7633110632079605,sim_cp2_D-GLUCARATE,2.669316881496079,New Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//ALPHA-GLUCOSE/Pi.45.__EG11850-MONOMER,-6.0,none,2.5820633640486053,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//GLC/Pi.35.__EG11850-MONOMER,-6.0,none,2.5820633640486053,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-CYTOSOL]-GLC-1-P/WATER//Glucopyranose/Pi.45.__EG11850-MONOMER,-6.0,none,2.5820633640486053,Old Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-PERI-BAC]-GLC-1-P/WATER//ALPHA-GLUCOSE/Pi.46.__GLUCOSE-1-PHOSPHAT-CPLX,3.532244643754091,sim_cp2_GLC-1-P,3.532244643754091,New Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-PERI-BAC]-GLC-1-P/WATER//GLC/Pi.36.__GLUCOSE-1-PHOSPHAT-CPLX,3.532244643754091,sim_cp2_GLC-1-P,3.532244643754091,New Reactions
GLUCOSE-1-PHOSPHAT-RXN[CCO-PERI-BAC]-GLC-1-P/WATER//Glucopyranose/Pi.46.__GLUCOSE-1-PHOSPHAT-CPLX,3.532244643754091,sim_cp2_GLC-1-P,3.532244643754091,New Reactions
GLUCOSE-6-PHOSPHATASE-RXN__EG11470-MONOMER,-6.0,none,3.5016069225556583,Old Reactions
GLUCUROISOM-RXN-CPD-15530//CPD-12537.21.,5.637413567838151,sim_cp2_EG11055-1-O-methyl-β-D-glucuronate,4.38379741957461,Old Reactions
GLURS-RXN-GLT-tRNAs/GLT/ATP/PROTON//Charged-GLT-tRNAs/AMP/PPI.52.,2.3344537531615535,all,3.9702073588533677,Old Reactions
GLUTAMIN-RXN__ASNSYNB-CPLX,-6.0,none,3.19200959293278,Old Reactions
GLUTAMIN-RXN__CARBPSYN-CPLX,-6.0,none,3.4877038633050064,Old Reactions
GLUTAMIN-RXN__CPLX0-7694,-6.0,none,2.173186271327002,Old Reactions
GLUTAMIN-RXN__CPLX0-7695,-6.0,none,2.985426474532117,Old Reactions
