,flux,condition,target,is_new
2.5.1.19-RXN,4.147398039378589,"sim_cp3_A7 - L-Aspartic acid - MIX0-425 , sim_cp3_F1 - Gly-Asp - MIX0-778",4.752248254185458,Old Reactions
2.5.1.64-RXN,1.4149733646744516,all,1.633468465679458,Old Reactions
2.7.7.60-RXN,2.537819096332099,"sim_cp3_A1 - Carbon Negative Control - MIX0-80, sim_cp3_A2 - L-Arabinose* - MIX0-420, sim_cp3_A3 - N-Acetyl-D- Glucosamine* - MIX0-421, sim_cp3_A4 - D-Saccharic acid - MIX0-422, sim_cp3_A5 - Succinic acid - MIX0-423, sim_cp3_A6 - D-Galactose* - MIX0-424, sim_cp3_A7 - L-Aspartic acid - MIX0-425 , sim_cp3_A8 - L-Proline - MIX0-426, sim_cp3_A9 - D-Alanine - MIX0-427, sim_cp3_A10 - D-Trehalose - MIX0-428, sim_cp3_A11 - D-Mannose - MIX0-429, sim_cp3_A12 - Dulcitol - MIX0-430, sim_cp3_B1 - D-Serine - MIX0-431, sim_cp3_B2 - D-Sorbitol - MIX0-432, sim_cp3_B3 - Glycerol - MIX0-433, sim_cp3_B4 - L-Fucose* - MIX0-434, sim_cp3_B5 - D-Glucuronic acid* - MIX0-435, sim_cp3_B6 - D-Gluconic acid - MIX0-436, sim_cp3_B7 - DL-α- Glycerol Phosphate - MIX0-437, sim_cp3_B8 - D-Xylose* - MIX0-438, sim_cp3_B9 - L-Lactic acid - MIX0-439, sim_cp3_B10 - Formic acid - MIX0-440, sim_cp3_B11 - D-Mannitol - MIX0-441, sim_cp3_B12 - L-Glutamic acid - MIX0-442, sim_cp3_C1 - D-Glucose- 6-Phosphate* - MIX0-443, sim_cp3_C2 - D-Galactonic acid-γ- Lactone - MIX0-444, sim_cp3_C3 - DL-Malic acid - MIX0-445, sim_cp3_C4 - D-Ribose* - MIX0-446, sim_cp3_C6 - L-Rhamnose* - MIX0-447, sim_cp3_C7 - D-Fructose - MIX0-448, sim_cp3_C8 - Acetic acid - MIX0-449, sim_cp3_C9 - α-D-Glucose - MIX0-450, sim_cp3_C10 - Maltose - MIX0-451, sim_cp3_C11 - D-Melibiose - MIX0-452, sim_cp3_C12 - Thymidine - MIX0-453, sim_cp3_D1 - L-Asparagine - MIX0-454, sim_cp3_D2 - D-Aspartic acid - MIX0-455, sim_cp3_D3 - D-Glucosaminic acid - MIX0-456, sim_cp3_D4 - 1,2-Propanediol - MIX0-457, sim_cp3_D6 - α-Ketoglutaric acid - MIX0-458, sim_cp3_D7 - α-Ketobutyric acid - MIX0-459, sim_cp3_D8 - α-Methyl-D- Galactoside - MIX0-786, sim_cp3_D9 - α-D-Lactose - MIX0-460, sim_cp3_D10 - Lactulose - MIX0-461, sim_cp3_D11 - Sucrose - MIX0-462, sim_cp3_D12 - Uridine - MIX0-463, sim_cp3_E1 - L-Glutamine - MIX0-464, sim_cp3_E3 - D-Glucose- 1-Phosphate - MIX0-466, sim_cp3_E4 - D-Fructose- 6-Phosphate - MIX0-467, sim_cp3_E6 - α-Hydroxy glutaric_acid γ-Lactone - MIX0-793, sim_cp3_E7 - α-Hydroxy butyric_acid - MIX0-790, sim_cp3_E8 - β-Methyl-D- Glucoside - MIX0-784, sim_cp3_E9 - Adonitol - MIX0-468, sim_cp3_E10 - Maltotriose - MIX0-469, sim_cp3_E11 - 2-Deoxyadenosine - MIX0-470, sim_cp3_E12 - Adenosine - MIX0-471, sim_cp3_F1 - Gly-Asp - MIX0-778, sim_cp3_F2 - Citric acid - MIX0-472, sim_cp3_F3 - M-Inositol  - MIX0-473, sim_cp3_F4 - D-Threonine - MIX0-474, sim_cp3_F5 - Fumaric acid - MIX0-475, sim_cp3_F7 - Propionic acid - MIX0-476, sim_cp3_F8 - Mucic acid - MIX0-477, sim_cp3_F9 - Glycolic acid - MIX0-478, sim_cp3_F10 - Glyoxylic acid - MIX0-479, sim_cp3_F11 - D-Cellobiose - MIX0-480, sim_cp3_F12 - Inosine - MIX0-481, sim_cp3_G1 - Gly-Glu - MIX0-482, sim_cp3_G3 - L-Serine - MIX0-484, sim_cp3_G4 - L-Threonine - MIX0-485, sim_cp3_G5 - L-Alanine - MIX0-486, sim_cp3_G6 - Ala-Gly - MIX0-772, sim_cp3_G7 - Acetoacetic acid - MIX0-487, sim_cp3_G8 - N-Acetyl-D Mannosamine* - MIX0-488, sim_cp3_G11 - D-Malic acid - MIX0-491, sim_cp3_G12 - L-Malic acid - MIX0-492, sim_cp3_H1 - Gly-Pro - MIX0-493, sim_cp3_H2 - p-Hydroxy phenyl Acetic_acid - MIX0-494, sim_cp3_H3 - m-Hydroxy phenyl Acetic_acid - MIX0-495, sim_cp3_H4 - Tyramine - MIX0-496, sim_cp3_H5 - D-Psicose - MIX0-497, sim_cp3_H6 - L-Lyxose - MIX0-498, sim_cp3_H8 - Pyrunic acid - MIX0-500, sim_cp3_H9 - L-Galactonic acid-γ- Lactone - MIX0-794, sim_cp3_H10 - D-Galacturonic acid* - MIX0-501, sim_cp3_H11 - Phenyl ethylamine - MIX0-502, sim_cp3_H12 - 2-Aminoethanol - MIX0-503, sim_cp2_G7408-α-D-fructopyranose, sim_cp2_G7408-β-D-fructopyranose, sim_cp2_G7408-keto-D-fructose, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG10816-α-D-ribopyranose, sim_cp2_EG10818-aldehydo-D-ribose, sim_cp2_EG11055-1-O-methyl-β-D-glucuronate, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate, sim_cp2_L-galactonate",3.394101302215305,Old Reactions
2.8.1.6-RXN,0.3010302128111679,all,2.354108441069058,Old Reactions
2.9.1.1-RXN,-6.0,none,-6.0,New Reactions
3-DEHYDROQUINATE-SYNTHASE-RXN,4.0364292656666105,all,4.03642926566661,Old Reactions
3-ISOPROPYLMALDEHYDROG-RXN__3-ISOPROPYLMALDEHYDROG-CPLX,-6.0,none,4.769953049235664,Old Reactions
3-ISOPROPYLMALDEHYDROG-RXN__G6986-MONOMER,-6.0,none,0.7781513227660513,Old Reactions
3.1.3.68-RXN[CCO-CYTOSOL]-2-DEOXY-D-GLUCOSE-6-PHOSPHATE/WATER//2-DEOXY-D-GLUCOSE/Pi.71.__G6932-MONOMER,-6.0,none,4.394959228503691,New Reactions
3.1.3.74-RXN[CCO-CYTOSOL]-PYRIDOXAL_PHOSPHATE/WATER//PYRIDOXAL/Pi.53.__EG11239-MONOMER,-6.0,none,2.0827853739056605,Old Reactions
3.1.3.74-RXN[CCO-CYTOSOL]-PYRIDOXAL_PHOSPHATE/WATER//PYRIDOXAL/Pi.53.__EG11470-MONOMER,-6.0,none,2.564666065435453,Old Reactions
3.1.3.74-RXN[CCO-CYTOSOL]-PYRIDOXAL_PHOSPHATE/WATER//PYRIDOXAL/Pi.53.__G6246-MONOMER,-6.0,none,0.3010302128111679,Old Reactions
3.4.11.18-RXN,-6.0,none,4.6981527622702615,Old Reactions
3.5.1.88-RXN,-6.0,none,5.748758439280037,Old Reactions
3.6.1.41-RXN,-6.0,none,4.723250380391312,Old Reactions
325-BISPHOSPHATE-NUCLEOTIDASE-RXN__EG10043-MONOMER,3.861713587631138,sim_cp3_D6 - α-Ketoglutaric acid - MIX0-458,3.157154440208715,Old Reactions
4-NITROPHENYLPHOSPHATASE-RXN__ALKAPHOSPHA-CPLX,-6.0,none,2.9095560297760206,Old Reactions
4.3.1.15-RXN,-6.0,none,2.6730209080509653,New Reactions
5-NUCLEOTID-RXN[CCO-CYTOSOL]-XANTHOSINE-5-PHOSPHATE/WATER//XANTHOSINE/Pi.57.__EG11817-MONOMER,-6.0,none,4.713414934000062,Old Reactions
6PFRUCTPHOS-RXN__6PFK-1-CPX,5.053178358157073,"sim_cp3_A3 - N-Acetyl-D- Glucosamine* - MIX0-421, sim_cp3_A6 - D-Galactose* - MIX0-424, sim_cp3_A10 - D-Trehalose - MIX0-428, sim_cp3_A11 - D-Mannose - MIX0-429, sim_cp3_B2 - D-Sorbitol - MIX0-432, sim_cp3_B3 - Glycerol - MIX0-433, sim_cp3_B11 - D-Mannitol - MIX0-441, sim_cp3_C1 - D-Glucose- 6-Phosphate* - MIX0-443, sim_cp3_C7 - D-Fructose - MIX0-448, sim_cp3_C9 - α-D-Glucose - MIX0-450, sim_cp3_C10 - Maltose - MIX0-451, sim_cp3_C11 - D-Melibiose - MIX0-452, sim_cp3_D9 - α-D-Lactose - MIX0-460, sim_cp3_D10 - Lactulose - MIX0-461, sim_cp3_E3 - D-Glucose- 1-Phosphate - MIX0-466, sim_cp3_E4 - D-Fructose- 6-Phosphate - MIX0-467, sim_cp3_E8 - β-Methyl-D- Glucoside - MIX0-784, sim_cp3_E10 - Maltotriose - MIX0-469, sim_cp3_F11 - D-Cellobiose - MIX0-480, sim_cp3_G8 - N-Acetyl-D Mannosamine* - MIX0-488, sim_cp2_EG11724-KO_EG11691, sim_cp2_EG12393-ADD_TARTRATE[p], sim_cp2_EG11054-α-D-mannopyranose 6-phosphate, sim_cp2_EG10172-Oxidative_Stress, sim_cp2_EG10780-Thiosulfate, sim_cp2_Isoprimeverose, sim_cp2_Oxamate",5.053178358157073,Old Reactions
6PFRUCTPHOS-RXN__6PFK-2-CPX,-6.0,none,3.9469432707468983,Old Reactions
7-ALPHA-HYDROXYSTEROID-DEH-RXN,-6.0,none,5.235939821786761,Old Reactions
ACETALD-DEHYDROG-RXN__MHPF-MONOMER,2.38201704437692,"sim_cp3_B3 - Glycerol - MIX0-433, sim_cp3_C12 - Thymidine - MIX0-453, sim_cp3_E11 - 2-Deoxyadenosine - MIX0-470, sim_cp3_G4 - L-Threonine - MIX0-485, sim_cp3_H12 - 2-Aminoethanol - MIX0-503, sim_cp2_3-HYDROXYPHENYL-PROPIONATE, sim_cp2_3-PHENYLPROPIONATE, sim_cp2_cinnate",2.38201704437692,New Reactions
ACETOLACTSYN-RXN__ACETOLACTSYNI-CPLX,3.9237101944483324,all,3.9237101944483324,Old Reactions
ACETOLACTSYN-RXN__ACETOLACTSYNII-CPLX,3.865577707479108,"sim_cp3_D7 - α-Ketobutyric acid - MIX0-459, sim_cp3_E7 - α-Hydroxy butyric_acid - MIX0-790, sim_cp3_F9 - Glycolic acid - MIX0-478",-6.0,Old Reactions
ACETOOHBUTSYN-RXN__ACETOLACTSYNII-CPLX,-6.0,none,-6.0,Old Reactions
