"gene"	"num_peaks"	"peaks"	"areas"	"standard_devs"
"ydeJ"	1	"[7.46]"	"[1869]"	"[0.0709]"
"ypjA"	1	"[8.82]"	"[1869]"	"[0.0712]"
"yaeR"	1	"[9.32]"	"[1869]"	"[0.0411]"
"tilS"	1	"[9.02]"	"[1869]"	"[0.0366]"
"fadJ"	1	"[9.57]"	"[1869]"	"[0.0777]"
"aroC"	1	"[10.07]"	"[1869]"	"[0.0593]"
"mepA"	1	"[9.31]"	"[1869]"	"[0.054]"
"pdxB"	1	"[9.52]"	"[1869]"	"[0.0691]"
"yaeQ"	1	"[10.26]"	"[1869]"	"[0.0416]"
"ygaQ_4"	1	"[5.61]"	"[1869]"	"[0.0738]"
"ygaU"	1	"[8.87]"	"[1869]"	"[0.0973]"
"yneF"	1	"[7.99]"	"[1869]"	"[0.0467]"
"ptsH"	1	"[12.48]"	"[1869]"	"[0.0687]"
"yafD"	1	"[8.9]"	"[1869]"	"[0.0571]"
"ftsB"	1	"[10.82]"	"[1869]"	"[0.048]"
"ccmD"	1	"[8.21]"	"[1869]"	"[0.0545]"
"ccmE"	1	"[8.55]"	"[1869]"	"[0.0407]"
"ydeP"	1	"[6.93]"	"[1869]"	"[0.0695]"
"setB"	1	"[8.46]"	"[1869]"	"[0.0498]"
"rlmM"	1	"[8.81]"	"[1869]"	"[0.0487]"
"ygdD"	1	"[9.17]"	"[1869]"	"[0.0448]"
"fruA"	1	"[9.9]"	"[1869]"	"[0.0615]"
"ydeN"	1	"[7.06]"	"[1869]"	"[0.1267]"
"lysP"	1	"[8.92]"	"[1869]"	"[0.0907]"
"csdL"	1	"[9.48]"	"[1869]"	"[0.03]"
"yeiG"	1	"[9.35]"	"[1869]"	"[0.0481]"
"folE"	1	"[10.48]"	"[1869]"	"[0.0881]"
"recD"	1	"[9.04]"	"[1869]"	"[0.0366]"
"mglA"	1	"[8.43]"	"[1869]"	"[0.1059]"
"mglC"	1	"[8.88]"	"[1869]"	"[0.0736]"
"recC"	1	"[8.85]"	"[1869]"	"[0.0606]"
"pbpG"	1	"[9.41]"	"[1869]"	"[0.0415]"
"ygdB"	1	"[8.45]"	"[1869]"	"[0.0501]"
"ppdA"	1	"[7.93]"	"[1869]"	"[0.0469]"
"ccmC"	1	"[8.8]"	"[1869]"	"[0.043]"
"yafE"	1	"[7.61]"	"[1869]"	"[0.0638]"
"ygdG"	1	"[8.64]"	"[1869]"	"[0.0414]"
"yafL"	1	"[7.91]"	"[1869]"	"[0.0405]"
"cas1"	1	"[8.19]"	"[1869]"	"[0.0445]"
"arnD"	1	"[7.43]"	"[1869]"	"[0.0608]"
"rnhA"	1	"[9.68]"	"[1869]"	"[0.0396]"
"arnC"	1	"[8.16]"	"[1869]"	"[0.0987]"
"ydeK"	1	"[8.24]"	"[1869]"	"[0.0766]"
"cas3"	1	"[7.59]"	"[1869]"	"[0.0576]"
"ygcN"	1	"[8.53]"	"[1869]"	"[0.0402]"
"ygcW"	1	"[6.87]"	"[1869]"	"[0.0753]"
"nrdB"	1	"[9.95]"	"[1869]"	"[0.085]"
"nrdA"	1	"[10.7]"	"[1869]"	"[0.0765]"
"ivy"	1	"[10.09]"	"[1869]"	"[0.0791]"
"yafJ"	1	"[9.61]"	"[1869]"	"[0.0295]"
"atoE"	1	"[7.61]"	"[1869]"	"[0.0571]"
"queE"	1	"[9.28]"	"[1869]"	"[0.0557]"
"barA"	1	"[9.13]"	"[1869]"	"[0.0397]"
"mqo"	1	"[9.33]"	"[1869]"	"[0.0655]"
"yqcA"	1	"[9.48]"	"[1869]"	"[0.0713]"
"napG"	1	"[9.18]"	"[1869]"	"[0.0707]"
"napH"	1	"[9.23]"	"[1869]"	"[0.0665]"
"ccmA"	1	"[9.14]"	"[1869]"	"[0.0443]"
"osmF"	1	"[9.07]"	"[1869]"	"[0.0545]"
"ydfN"	1	"[7.38]"	"[1869]"	"[0.0574]"
"yfjJ"	1	"[5.64]"	"[1869]"	"[0.0916]"
"yadH"	1	"[9.06]"	"[1869]"	"[0.0347]"
"gabT"	1	"[8.84]"	"[1869]"	"[0.0824]"
"xseA"	1	"[9.21]"	"[1869]"	"[0.0576]"
"ynfD"	1	"[8.85]"	"[1869]"	"[0.0713]"
"der"	1	"[9.28]"	"[1869]"	"[0.0639]"
"kgtP"	1	"[11.18]"	"[1869]"	"[0.0731]"
"pssA"	1	"[10.35]"	"[1869]"	"[0.0474]"
"rodZ"	1	"[11.12]"	"[1869]"	"[0.0486]"
"yadL"	1	"[6.95]"	"[1869]"	"[0.0817]"
"pdxJ"	1	"[10.06]"	"[1869]"	"[0.0365]"
"yadM"	1	"[7.21]"	"[1869]"	"[0.057]"
"mltF"	1	"[7.41]"	"[1869]"	"[0.0608]"
"fdx"	1	"[10.62]"	"[1869]"	"[0.0621]"
"hscB"	1	"[9.76]"	"[1869]"	"[0.0716]"
"trmJ"	1	"[10.71]"	"[1869]"	"[0.0546]"
"ydfW"	1	"[7.51]"	"[1869]"	"[0.0583]"
"hcaC"	1	"[9.25]"	"[1869]"	"[0.0562]"
"hcaF"	1	"[9.04]"	"[1869]"	"[0.0388]"
"yphA"	1	"[8.44]"	"[1869]"	"[0.0695]"
"hda"	1	"[9.05]"	"[1869]"	"[0.0605]"
"hcaT"	1	"[9.05]"	"[1869]"	"[0.0422]"
"yfgC"	1	"[9.75]"	"[1869]"	"[0.0379]"
"ygaH"	1	"[10.16]"	"[1869]"	"[0.0562]"
"eutG"	1	"[8.21]"	"[1869]"	"[0.0445]"
"b0100"	1	"[9.31]"	"[1869]"	"[0.0596]"
"yacG"	1	"[9.16]"	"[1869]"	"[0.0627]"
"hycC"	1	"[8.18]"	"[1869]"	"[0.0663]"
"zapD"	1	"[9.62]"	"[1869]"	"[0.0533]"
"hycE"	1	"[8.68]"	"[1869]"	"[0.0606]"
"eutM"	1	"[9.07]"	"[1869]"	"[0.0432]"
"hycG"	1	"[8.87]"	"[1869]"	"[0.0481]"
"ydgA"	1	"[10.27]"	"[1869]"	"[0.0521]"
"eutP"	1	"[7.96]"	"[1869]"	"[0.0431]"
"eutS"	1	"[7.9]"	"[1869]"	"[0.0372]"
"gutQ"	1	"[9.45]"	"[1869]"	"[0.0457]"
"tus"	1	"[8.75]"	"[1869]"	"[0.0557]"
"srlE"	1	"[7.77]"	"[1869]"	"[0.1186]"
"narQ"	1	"[7.93]"	"[1869]"	"[0.0399]"
"ydgC"	1	"[9.31]"	"[1869]"	"[0.0566]"
"ypfH"	1	"[9.35]"	"[1869]"	"[0.0425]"
"ampE"	1	"[9.17]"	"[1869]"	"[0.0379]"
"yacH"	1	"[8.2]"	"[1869]"	"[0.0507]"
"ydgH"	1	"[10.1]"	"[1869]"	"[0.0468]"
"ydfO"	1	"[5.41]"	"[1869]"	"[0.1026]"
"yphB"	1	"[8.78]"	"[1869]"	"[0.0358]"
"yadN"	1	"[6.91]"	"[1869]"	"[0.1114]"
"bamD"	1	"[10.77]"	"[1869]"	"[0.0418]"
"hyfA"	1	"[7.68]"	"[1869]"	"[0.049]"
"erpA"	1	"[10.62]"	"[1869]"	"[0.0547]"
"yfiL"	1	"[7.25]"	"[1869]"	"[0.0573]"
"yadS"	1	"[8.99]"	"[1869]"	"[0.0417]"
"yfiB"	1	"[9.44]"	"[1869]"	"[0.0467]"
"acrD"	1	"[8.79]"	"[1869]"	"[0.0438]"
"nudK"	1	"[9.24]"	"[1869]"	"[0.038]"
"rplS"	1	"[11.84]"	"[1869]"	"[0.0754]"
"degP"	1	"[9.76]"	"[1869]"	"[0.051]"
"eutB"	1	"[9.52]"	"[1869]"	"[0.042]"
"eutC"	1	"[9.4]"	"[1869]"	"[0.0345]"
"ffh"	1	"[10.43]"	"[1869]"	"[0.0563]"
"mukE"	1	"[10.47]"	"[1869]"	"[0.0396]"
"yaeI"	1	"[9.13]"	"[1869]"	"[0.0527]"
"ydfR"	1	"[6.42]"	"[1869]"	"[0.0668]"
"map"	1	"[10.87]"	"[1869]"	"[0.0533]"
"cysW"	1	"[9.59]"	"[1869]"	"[0.0655]"
"cysA"	1	"[9.22]"	"[1869]"	"[0.0794]"
"rluD"	1	"[10.11]"	"[1869]"	"[0.0554]"
"iscS"	1	"[11.53]"	"[1869]"	"[0.081]"
"ydfT"	1	"[8.56]"	"[1869]"	"[0.0721]"
"ligT"	1	"[9.44]"	"[1869]"	"[0.0363]"
"yphE"	1	"[7.74]"	"[1869]"	"[0.056]"
"yphF"	1	"[7.84]"	"[1869]"	"[0.052]"
"sseA"	1	"[10.04]"	"[1869]"	"[0.0605]"
"yphG"	1	"[8.62]"	"[1869]"	"[0.0556]"
"yfhG"	1	"[9.89]"	"[1869]"	"[0.0387]"
"glrK"	1	"[9.34]"	"[1869]"	"[0.0805]"
"tadA"	1	"[9.34]"	"[1869]"	"[0.0393]"
"guaB"	1	"[10.86]"	"[1869]"	"[0.0861]"
"guaA"	1	"[9.94]"	"[1869]"	"[0.0748]"
"ppx"	1	"[9.73]"	"[1869]"	"[0.0422]"
"pgpC"	1	"[9.36]"	"[1869]"	"[0.0417]"
"yfhL"	1	"[8.9]"	"[1869]"	"[0.0708]"
"recO"	1	"[9.53]"	"[1869]"	"[0.0446]"
"rnc"	1	"[10.25]"	"[1869]"	"[0.0489]"
"pcnB"	1	"[10.81]"	"[1869]"	"[0.0586]"
"lepA"	1	"[10.01]"	"[1869]"	"[0.0526]"
"ydfV"	1	"[7.71]"	"[1869]"	"[0.0638]"
"yfiF"	1	"[9.9]"	"[1869]"	"[0.0346]"
"pka"	1	"[9.14]"	"[1869]"	"[0.0764]"
"hyfE"	1	"[8.52]"	"[1869]"	"[0.0446]"
"yddW"	1	"[8.25]"	"[1869]"	"[0.0496]"
"ptsP"	1	"[9.78]"	"[1869]"	"[0.0465]"
"rppH"	1	"[10.96]"	"[1869]"	"[0.0499]"
"uspF"	1	"[9.58]"	"[1869]"	"[0.119]"
"speG"	1	"[10.43]"	"[1869]"	"[0.0578]"
"ydfG"	1	"[10.25]"	"[1869]"	"[0.0473]"
"eamA"	1	"[8.6]"	"[1869]"	"[0.0706]"
"ydeA"	1	"[8.51]"	"[1869]"	"[0.0476]"
"ygjI"	1	"[7.81]"	"[1869]"	"[0.057]"
"yneH"	1	"[9.37]"	"[1869]"	"[0.0321]"
"higB"	1	"[7.15]"	"[1869]"	"[0.0907]"
"dosP"	1	"[7.29]"	"[1869]"	"[0.0616]"
"ygjP"	1	"[8.88]"	"[1869]"	"[0.0478]"
"b1364"	1	"[7.54]"	"[1869]"	"[0.0765]"
"yahL"	1	"[6.54]"	"[1869]"	"[0.0733]"
"ddpC"	1	"[7.69]"	"[1869]"	"[0.0561]"
"ygjV"	1	"[7.18]"	"[1869]"	"[0.0544]"
"yqjA"	1	"[9.57]"	"[1869]"	"[0.0344]"
"mzrA"	1	"[8.89]"	"[1869]"	"[0.054]"
"fdnI"	1	"[7.87]"	"[1869]"	"[0.0647]"
"fdnH"	1	"[9.21]"	"[1869]"	"[0.0633]"
"yqjC"	1	"[10.91]"	"[1869]"	"[0.0822]"
"ynfF"	1	"[7.88]"	"[1869]"	"[0.1051]"
"narZ"	1	"[8.92]"	"[1869]"	"[0.0715]"
"aer"	1	"[9.08]"	"[1869]"	"[0.069]"
"dnaG"	1	"[10.02]"	"[1869]"	"[0.0581]"
"ygiB"	1	"[11.29]"	"[1869]"	"[0.043]"
"ribC"	1	"[10.11]"	"[1869]"	"[0.0512]"
"ygiC"	1	"[10.49]"	"[1869]"	"[0.0504]"
"sodB"	1	"[12.03]"	"[1869]"	"[0.095]"
"ydbC"	1	"[8.74]"	"[1869]"	"[0.0563]"
"gloA"	1	"[10.27]"	"[1869]"	"[0.0495]"
"anmK"	1	"[9.37]"	"[1869]"	"[0.0371]"
"ydbA_1"	1	"[6.97]"	"[1869]"	"[0.0774]"
"tyrS"	1	"[10.63]"	"[1869]"	"[0.0564]"
"pdxY"	1	"[9.8]"	"[1869]"	"[0.0509]"
"tppB"	1	"[9.76]"	"[1869]"	"[0.0678]"
"add"	1	"[9.4]"	"[1869]"	"[0.0584]"
"paaY"	1	"[8.85]"	"[1869]"	"[0.0453]"
"malX"	1	"[7.82]"	"[1869]"	"[0.0622]"
"ykgI"	1	"[5.25]"	"[1869]"	"[0.0821]"
"ygiM"	1	"[9.86]"	"[1869]"	"[0.047]"
"cca"	1	"[9.72]"	"[1869]"	"[0.0325]"
"pntA"	1	"[10.59]"	"[1869]"	"[0.0822]"
"pntB"	1	"[9.93]"	"[1869]"	"[0.0729]"
"hslJ"	1	"[8.77]"	"[1869]"	"[0.0569]"
"sufE"	1	"[8.89]"	"[1869]"	"[0.1052]"
"yqjG"	1	"[8.47]"	"[1869]"	"[0.0644]"
"ydcW"	1	"[8.33]"	"[1869]"	"[0.0629]"
"yraP"	1	"[10.03]"	"[1869]"	"[0.0334]"
"yraQ"	1	"[9.55]"	"[1869]"	"[0.0492]"
"yhbP"	1	"[9.12]"	"[1869]"	"[0.0422]"
"yhbQ"	1	"[9.0]"	"[1869]"	"[0.0382]"
"fabI"	1	"[11.23]"	"[1869]"	"[0.0553]"
"pyrF"	1	"[9.84]"	"[1869]"	"[0.0726]"
"pgpB"	1	"[9.24]"	"[1869]"	"[0.0427]"
"ribA"	1	"[9.91]"	"[1869]"	"[0.0447]"
"yhbV"	1	"[7.96]"	"[1869]"	"[0.0562]"
"yhbW"	1	"[9.71]"	"[1869]"	"[0.0534]"
"rpsO"	1	"[11.13]"	"[1869]"	"[0.1024]"
"trpB"	1	"[9.2]"	"[1869]"	"[0.1003]"
"trpA"	1	"[9.45]"	"[1869]"	"[0.0895]"
"truB"	1	"[10.14]"	"[1869]"	"[0.0849]"
"kch"	1	"[8.87]"	"[1869]"	"[0.0581]"
"clsA"	1	"[9.27]"	"[1869]"	"[0.0491]"
"iraP"	1	"[9.45]"	"[1869]"	"[0.093]"
"infB"	1	"[11.47]"	"[1869]"	"[0.0745]"
"yhbX"	1	"[8.23]"	"[1869]"	"[0.0502]"
"diaA"	1	"[10.2]"	"[1869]"	"[0.0348]"
"yhaH"	1	"[9.3]"	"[1869]"	"[0.0525]"
"pspE"	1	"[9.31]"	"[1869]"	"[0.0842]"
"lpoA"	1	"[9.98]"	"[1869]"	"[0.03]"
"ydcV"	1	"[7.83]"	"[1869]"	"[0.0761]"
"ubiC"	1	"[10.82]"	"[1869]"	"[0.0513]"
"ydcT"	1	"[8.92]"	"[1869]"	"[0.0731]"
"ydcS"	1	"[7.52]"	"[1869]"	"[0.082]"
"aldA"	1	"[8.38]"	"[1869]"	"[0.1303]"
"ttcA"	1	"[9.3]"	"[1869]"	"[0.0552]"
"paaJ"	1	"[9.16]"	"[1869]"	"[0.0541]"
"yaiX"	1	"[6.52]"	"[1869]"	"[0.0754]"
"paaG"	1	"[8.15]"	"[1869]"	"[0.0397]"
"agaW"	1	"[8.68]"	"[1869]"	"[0.0424]"
"agaA"	1	"[8.76]"	"[1869]"	"[0.0419]"
"agaB"	1	"[6.56]"	"[1869]"	"[0.0638]"
"agaC"	1	"[8.31]"	"[1869]"	"[0.0574]"
"feaB"	1	"[8.63]"	"[1869]"	"[0.054]"
"agaI"	1	"[7.49]"	"[1869]"	"[0.0535]"
"ompN"	1	"[7.03]"	"[1869]"	"[0.0565]"
"yaiT"	1	"[6.88]"	"[1869]"	"[0.085]"
"yraK"	1	"[7.58]"	"[1869]"	"[0.0559]"
"yaiU"	1	"[7.28]"	"[1869]"	"[0.0463]"
"yraN"	1	"[10.02]"	"[1869]"	"[0.0344]"
"sufS"	1	"[8.65]"	"[1869]"	"[0.0893]"
"sufC"	1	"[9.01]"	"[1869]"	"[0.0832]"
"cpdA"	1	"[10.39]"	"[1869]"	"[0.0395]"
"pepP"	1	"[10.92]"	"[1869]"	"[0.0428]"
"ygfB"	1	"[11.21]"	"[1869]"	"[0.0414]"
"yncE"	1	"[9.61]"	"[1869]"	"[0.1048]"
"argK"	1	"[7.78]"	"[1869]"	"[0.0553]"
"yggE"	1	"[10.32]"	"[1869]"	"[0.0582]"
"mscS"	1	"[10.49]"	"[1869]"	"[0.0791]"
"yggC"	1	"[8.33]"	"[1869]"	"[0.0658]"
"cmtA"	1	"[7.82]"	"[1869]"	"[0.0518]"
"cmtB"	1	"[6.3]"	"[1869]"	"[0.0731]"
"curA"	1	"[8.29]"	"[1869]"	"[0.0752]"
"mnaT"	1	"[9.89]"	"[1869]"	"[0.0475]"
"dacD"	1	"[8.42]"	"[1869]"	"[0.0326]"
"cobU"	1	"[8.93]"	"[1869]"	"[0.0417]"
"rsmE"	1	"[10.14]"	"[1869]"	"[0.0481]"
"yqgE"	1	"[10.09]"	"[1869]"	"[0.0378]"
"yggS"	1	"[10.3]"	"[1869]"	"[0.0726]"
"pgsA"	1	"[9.31]"	"[1869]"	"[0.0574]"
"tyrP"	1	"[8.28]"	"[1869]"	"[0.0505]"
"yggU"	1	"[10.61]"	"[1869]"	"[0.0493]"
"visC"	1	"[9.63]"	"[1869]"	"[0.0308]"
"yncJ"	1	"[8.37]"	"[1869]"	"[0.0644]"
"ygfF"	1	"[8.56]"	"[1869]"	"[0.0395]"
"wbbH"	1	"[9.72]"	"[1869]"	"[0.1237]"
"dosC"	1	"[7.26]"	"[1869]"	"[0.0802]"
"thiM"	1	"[9.16]"	"[1869]"	"[0.0793]"
"thiD"	1	"[8.66]"	"[1869]"	"[0.0664]"
"osmC"	1	"[9.85]"	"[1869]"	"[0.0997]"
"tas"	1	"[10.07]"	"[1869]"	"[0.0388]"
"ygeA"	1	"[8.75]"	"[1869]"	"[0.0779]"
"prfH"	1	"[8.19]"	"[1869]"	"[0.0559]"
"frsA"	1	"[9.31]"	"[1869]"	"[0.0477]"
"yqeH"	1	"[6.49]"	"[1869]"	"[0.0835]"
"udk"	1	"[9.32]"	"[1869]"	"[0.0582]"
"ykfI"	1	"[7.96]"	"[1869]"	"[0.071]"
"yddE"	1	"[9.02]"	"[1869]"	"[0.0356]"
"ygeQ"	1	"[7.56]"	"[1869]"	"[0.0782]"
"ygeR"	1	"[9.32]"	"[1869]"	"[0.0297]"
"yddH"	1	"[8.39]"	"[1869]"	"[0.0549]"
"recJ"	1	"[9.4]"	"[1869]"	"[0.0454]"
"cptA"	1	"[9.44]"	"[1869]"	"[0.0459]"
"yafZ"	1	"[8.21]"	"[1869]"	"[0.0545]"
"yqfA"	1	"[9.28]"	"[1869]"	"[0.0708]"
"yqfB"	1	"[9.91]"	"[1869]"	"[0.0485]"
"otsB"	1	"[8.82]"	"[1869]"	"[0.0941]"
"argS"	1	"[8.91]"	"[1869]"	"[0.0885]"
"ydcO"	1	"[8.26]"	"[1869]"	"[0.035]"
"hybF"	1	"[8.58]"	"[1869]"	"[0.0437]"
"mdoD"	1	"[8.59]"	"[1869]"	"[0.0715]"
"ydcJ"	1	"[8.17]"	"[1869]"	"[0.0799]"
"cybB"	1	"[10.6]"	"[1869]"	"[0.0557]"
"yghB"	1	"[9.45]"	"[1869]"	"[0.0389]"
"yqhD"	1	"[10.09]"	"[1869]"	"[0.0648]"
"nadE"	1	"[10.51]"	"[1869]"	"[0.0575]"
"gapC_1"	1	"[9.85]"	"[1869]"	"[0.0699]"
"katE"	1	"[8.92]"	"[1869]"	"[0.1045]"
"gapC_2"	1	"[9.59]"	"[1869]"	"[0.0857]"
"ynbD"	1	"[8.17]"	"[1869]"	"[0.0468]"
"pheS"	1	"[11.21]"	"[1869]"	"[0.0705]"
"pheT"	1	"[11.71]"	"[1869]"	"[0.0642]"
"btuC"	1	"[9.02]"	"[1869]"	"[0.0376]"
"aroH"	1	"[8.48]"	"[1869]"	"[0.0574]"
"fadK"	1	"[8.14]"	"[1869]"	"[0.0641]"
"aroD"	1	"[8.62]"	"[1869]"	"[0.0541]"
"ydiB"	1	"[7.19]"	"[1869]"	"[0.0644]"
"yqiA"	1	"[9.97]"	"[1869]"	"[0.0542]"
"ansA"	1	"[10.18]"	"[1869]"	"[0.0478]"
"pncA"	1	"[9.53]"	"[1869]"	"[0.0472]"
"ydjI"	1	"[7.68]"	"[1869]"	"[0.0483]"
"msrB"	1	"[11.29]"	"[1869]"	"[0.0748]"
"trmI"	1	"[10.09]"	"[1869]"	"[0.0682]"
"mutY"	1	"[9.67]"	"[1869]"	"[0.0433]"
"nudB"	1	"[10.83]"	"[1869]"	"[0.0475]"
"znuB"	1	"[9.21]"	"[1869]"	"[0.04]"
"znuC"	1	"[8.29]"	"[1869]"	"[0.0598]"
"ydcM"	1	"[8.8]"	"[1869]"	"[0.0359]"
"pykA"	1	"[10.28]"	"[1869]"	"[0.0632]"
"zwf"	1	"[10.48]"	"[1869]"	"[0.0498]"
"eda"	1	"[10.5]"	"[1869]"	"[0.0492]"
"secA"	1	"[10.09]"	"[1869]"	"[0.0519]"
"ydcK"	1	"[8.35]"	"[1869]"	"[0.0513]"
"manY"	1	"[11.27]"	"[1869]"	"[0.0917]"
"yghG"	1	"[6.76]"	"[1869]"	"[0.0777]"
"rimL"	1	"[8.97]"	"[1869]"	"[0.0659]"
"yghQ"	1	"[8.93]"	"[1869]"	"[0.055]"
"fadD"	1	"[8.73]"	"[1869]"	"[0.0696]"
"ydcH"	1	"[8.48]"	"[1869]"	"[0.1108]"
"yghU"	1	"[9.82]"	"[1869]"	"[0.0573]"
"yeaE"	1	"[8.5]"	"[1869]"	"[0.0549]"
"hybG"	1	"[8.88]"	"[1869]"	"[0.0459]"
"manZ"	1	"[10.34]"	"[1869]"	"[0.0863]"
"ycjV"	1	"[7.72]"	"[1869]"	"[0.047]"
"secM"	1	"[10.33]"	"[1869]"	"[0.0589]"
"eutK"	1	"[9.13]"	"[1869]"	"[0.0482]"
"flu"	1	"[8.63]"	"[1869]"	"[0.0924]"
"dgoK"	1	"[7.83]"	"[1869]"	"[0.0541]"
"yeeR"	1	"[8.34]"	"[1869]"	"[0.076]"
"ilvN"	1	"[8.97]"	"[1869]"	"[0.0828]"
"yeeA"	1	"[8.99]"	"[1869]"	"[0.0435]"
"sbmC"	1	"[9.95]"	"[1869]"	"[0.0809]"
"sbcB"	1	"[9.43]"	"[1869]"	"[0.0327]"
"gltS"	1	"[9.04]"	"[1869]"	"[0.0579]"
"yeeE"	1	"[8.66]"	"[1869]"	"[0.0901]"
"plaP"	1	"[8.62]"	"[1869]"	"[0.0859]"
"pyrE"	1	"[8.72]"	"[1869]"	"[0.0475]"
"yeeZ"	1	"[9.84]"	"[1869]"	"[0.0502]"
"coaD"	1	"[9.75]"	"[1869]"	"[0.0398]"
"wcaF"	1	"[7.61]"	"[1869]"	"[0.0797]"
"lptF"	1	"[9.83]"	"[1869]"	"[0.0447]"
"wcaD"	1	"[5.84]"	"[1869]"	"[0.0951]"
"waaP"	1	"[9.06]"	"[1869]"	"[0.088]"
"wcaC"	1	"[8.86]"	"[1869]"	"[0.0629]"
"waaB"	1	"[9.29]"	"[1869]"	"[0.0868]"
"yeeP"	1	"[8.63]"	"[1869]"	"[0.0523]"
"wcaA"	1	"[8.72]"	"[1869]"	"[0.07]"
"yoeE"	1	"[8.35]"	"[1869]"	"[0.0541]"
"erfK"	1	"[8.88]"	"[1869]"	"[0.0541]"
"yedQ"	1	"[8.25]"	"[1869]"	"[0.0491]"
"yodC"	1	"[8.3]"	"[1869]"	"[0.1134]"
"chbB"	1	"[9.14]"	"[1869]"	"[0.0578]"
"rbsC"	1	"[9.96]"	"[1869]"	"[0.0945]"
"rbsA"	1	"[9.58]"	"[1869]"	"[0.091]"
"cpdB"	1	"[8.79]"	"[1869]"	"[0.0515]"
"chbA"	1	"[8.97]"	"[1869]"	"[0.0374]"
"msrA"	1	"[9.86]"	"[1869]"	"[0.0668]"
"chbG"	1	"[7.88]"	"[1869]"	"[0.0655]"
"atpE"	1	"[12.76]"	"[1869]"	"[0.0823]"
"ydjO"	1	"[5.27]"	"[1869]"	"[0.0966]"
"ydjN"	1	"[8.84]"	"[1869]"	"[0.0908]"
"fbp"	1	"[10.9]"	"[1869]"	"[0.0513]"
"mpl"	1	"[10.42]"	"[1869]"	"[0.0559]"
"yedY"	1	"[8.73]"	"[1869]"	"[0.0508]"
"yniC"	1	"[9.64]"	"[1869]"	"[0.0549]"
"yniB"	1	"[9.37]"	"[1869]"	"[0.0584]"
"yniA"	1	"[8.41]"	"[1869]"	"[0.1033]"
"pstA"	1	"[9.34]"	"[1869]"	"[0.0501]"
"ydiY"	1	"[8.32]"	"[1869]"	"[0.0799]"
"ves"	1	"[8.86]"	"[1869]"	"[0.0767]"
"waaJ"	1	"[9.45]"	"[1869]"	"[0.1014]"
"lptG"	1	"[9.08]"	"[1869]"	"[0.0433]"
"avtA"	1	"[10.0]"	"[1869]"	"[0.0553]"
"yegU"	1	"[8.64]"	"[1869]"	"[0.032]"
"yegX"	1	"[8.55]"	"[1869]"	"[0.0331]"
"rcnA"	1	"[7.81]"	"[1869]"	"[0.0441]"
"fecB"	1	"[8.71]"	"[1869]"	"[0.0912]"
"xylA"	1	"[8.6]"	"[1869]"	"[0.058]"
"yehA"	1	"[6.62]"	"[1869]"	"[0.0879]"
"fecA"	1	"[8.8]"	"[1869]"	"[0.0985]"
"ydiT"	1	"[7.45]"	"[1869]"	"[0.0503]"
"ghrB"	1	"[9.93]"	"[1869]"	"[0.0483]"
"bisC"	1	"[8.84]"	"[1869]"	"[0.0425]"
"eptB"	1	"[8.57]"	"[1869]"	"[0.0522]"
"yehD"	1	"[6.54]"	"[1869]"	"[0.0855]"
"ydiS"	1	"[8.42]"	"[1869]"	"[0.0542]"
"molR_2"	1	"[7.89]"	"[1869]"	"[0.0556]"
